-13.08777,6.090098,-1.915208,,9.307703,5.469849,0.4263992,,335.6387,180.0515,25.00957,,345.3012,177.2549,317.3027,,0.00793457,,,
-13.08777,6.090097,-1.91521,,9.303338,5.468057,0.4237075,,335.6389,180.0514,24.86294,,345.8617,177.1178,317.1834,,0.114975,,,
-13.08777,6.090097,-1.91521,,9.30337,5.468056,0.4237111,,335.6389,180.0514,24.86294,,345.9348,177.1161,317.2572,,0.2220001,,,
-13.08777,6.0901,-1.91521,,9.303343,5.468057,0.4237118,,335.5656,179.9953,24.98037,,345.9348,177.1162,317.2572,,0.3290405,,,
-13.08777,6.0901,-1.915211,,9.303335,5.468058,0.4237113,,335.5656,179.9949,24.83394,,345.9348,177.1163,317.3306,,0.4360809,,,
-13.08778,6.090098,-1.915209,,9.251244,5.516636,0.4367995,,335.6388,179.9389,18.21271,,344.8221,179.3985,322.0842,,0.5431061,,,
-13.08779,6.090092,-1.915207,,9.223602,5.478175,0.4527767,,335.6388,180.0513,14.46228,,345.305,181.8529,330.0032,,0.6501312,,,
-13.08777,6.090091,-1.91521,,9.177692,5.441406,0.4824641,,335.6388,179.9953,13.55411,,346.8254,183.6033,333.1697,,0.7574921,,,
-13.08778,6.090086,-1.915206,,9.172298,5.441403,0.4915175,,335.1261,180.0513,12.1917,,346.8159,184.12,333.7796,,0.864212,,,
-13.08778,6.090092,-1.915205,,9.219105,5.485132,0.4459572,,335.5658,180.0513,10.72664,,346.0604,182.1791,333.1985,,0.9714966,,,
-13.08777,6.090099,-1.915207,,9.315025,5.520176,0.3530276,,335.6388,179.9951,10.18486,,343.9576,176.201,332.4411,,1.078278,,,
-13.08777,6.090098,-1.915211,,9.319975,5.534127,0.3437612,,335.639,179.9956,7.914058,,343.2341,174.5935,332.6952,,1.185486,,,
-13.08777,6.090102,-1.91521,,9.437165,5.813096,0.3970222,,335.6389,179.9954,5.643603,,332.6545,176.8399,334.0293,,1.287231,,,
-12.9717,6.208023,-2.017669,,8.709832,6.109807,-0.3719981,,333.9693,180.9426,5.58371,,326.8524,169.4106,335.713,,1.39064,,,
-11.56943,7.377823,-3.253063,,6.617919,6.119671,-1.703699,,322.2313,192.4227,354.4174,,315.8575,155.631,346.9091,,1.497681,,,
-9.673641,7.637326,-4.134004,,4.686477,5.819385,-2.269514,,314.0182,205.1105,343.0027,,314.6562,146.0428,357.602,,1.604706,,,
-7.866184,6.6366,-3.217686,,2.263543,4.995039,-2.469289,,316.123,213.8585,333.5136,,311.4355,131.3417,9.643989,,1.711746,,,
-6.371276,4.373244,-2.07989,,1.131902,3.785067,-2.244667,,321.0504,227.3443,324.0156,,308.134,116.7857,16.0473,,1.819,,,
-5.841662,2.781529,-1.397904,,1.11796,3.666108,-2.113349,,321.7234,228.446,322.2635,,307.3324,108.5058,21.09342,,1.925995,,,
-5.966412,1.64875,-0.9884453,,1.439714,3.520294,-1.981974,,322.4486,230.3981,322.996,,305.2267,101.9911,29.52707,,2.032852,,,
-6.585811,1.678985,-0.74893,,1.482613,3.620206,-1.912402,,322.6527,230.1542,324.7524,,304.7338,100.664,31.79996,,2.139999,,,
-6.942911,2.479976,-0.711256,,1.756316,3.445549,-1.852662,,325.0304,225.6719,332.2712,,304.8964,101.0342,29.48511,,2.246918,,,
-6.916895,3.186691,-0.6347923,,1.791851,3.59394,-2.187824,,327.1805,221.7153,339.6894,,305.1684,99.70226,26.04868,,2.353943,,,
-7.077184,3.692533,-0.6091022,,1.636524,3.725577,-2.235562,,331.1367,219.298,351.3128,,305.7832,98.92194,22.68665,,2.461014,,,
-7.258856,4.202507,-0.8500333,,1.605386,3.713523,-2.212824,,333.9726,214.4233,4.075688,,305.9775,100.3756,19.93357,,2.568008,,,
-7.27864,5.593915,-1.013925,,1.624244,3.686614,-2.211382,,336.9203,212.6259,8.370237,,305.9974,100.7474,19.06941,,2.675049,,,
-7.488885,5.501319,-0.4171968,,1.596997,3.701421,-2.186779,,340.125,209.7609,11.88892,,305.9317,101.3293,18.69087,,2.782501,,,
-7.278102,5.380387,0.2341876,,1.596997,3.701421,-2.18678,,340.0497,209.3884,15.90447,,305.8463,101.354,18.58089,,2.889114,,,
-6.899919,4.369835,1.220536,,1.585786,3.735082,-2.214606,,340.2485,209.3665,31.1359,,305.8358,101.1223,17.68076,,2.996506,,,
-6.890318,3.960811,1.401643,,1.540325,3.802549,-2.221071,,338.6924,210.7181,35.6585,,305.8351,100.7746,17.56783,,3.10318,,,
-6.875184,3.42107,1.632886,,1.513741,3.84311,-2.226093,,336.3182,211.1796,36.23322,,305.861,100.4588,17.44542,,3.210205,,,
-6.978766,3.298849,1.744122,,1.505868,3.856646,-2.22982,,335.3922,210.4178,36.68593,,305.8576,100.3944,17.4516,,3.317245,,,
-7.014088,3.338915,1.848159,,1.482955,3.869052,-2.240643,,335.3978,209.9387,37.09895,,305.868,100.1607,17.65272,,3.4245,,,
-7.023382,3.394339,1.971704,,1.450575,3.884372,-2.255935,,335.8871,209.7554,33.91957,,305.9904,100.0378,17.92117,,3.531311,,,
-7.282758,3.521748,2.140824,,1.44373,3.891161,-2.251591,,335.8321,206.7383,21.36362,,305.9893,100.0299,17.96026,,3.638504,,,
-7.146286,3.920736,2.020469,,1.437887,3.891158,-2.239203,,334.0163,208.1579,8.654408,,305.8735,100.512,17.94658,,3.745499,,,
-7.221129,4.01161,1.947214,,1.432056,3.891167,-2.226798,,333.95,205.0299,6.887541,,305.9503,100.2684,18.02959,,3.852417,,,
-7.458573,4.075216,1.861218,,1.432056,3.891158,-2.226798,,334.6325,204.44,7.459445,,305.8839,100.2174,18.14417,,3.959442,,,
-7.758914,3.911481,1.976745,,1.435793,3.896537,-2.23261,,334.347,203.5479,7.837589,,305.9796,99.83134,18.15538,,4.066498,,,
-7.735246,3.460977,2.088866,,1.427951,3.910119,-2.236301,,332.2416,203.9897,5.111876,,306.0353,99.55097,18.2401,,4.173508,,,
-7.728116,3.346437,2.224251,,1.419296,3.918358,-2.24037,,331.1639,203.374,5.451357,,306.1186,99.46656,18.27932,,4.280548,,,
-7.727924,3.22234,2.645759,,1.419296,3.918365,-2.240371,,330.9743,203.2008,6.005273,,306.0321,99.48649,18.31972,,4.387573,,,
-7.672077,3.201022,2.85427,,1.413462,3.918364,-2.227956,,332.4169,204.768,11.52247,,305.9549,99.82246,18.38503,,4.494614,,,
-7.582195,3.209583,2.862611,,1.413463,3.918363,-2.227952,,333.6248,205.6675,15.46787,,305.9938,99.67831,18.38879,,4.601639,,,
-7.598907,3.136159,2.88177,,1.417208,3.923726,-2.233776,,334.0515,206.1482,16.69109,,306.032,99.50996,18.39304,,4.709,,,
-7.584576,3.0228,2.881109,,1.406471,3.937336,-2.231242,,334.093,206.442,16.85092,,306.0874,99.25317,18.47773,,4.815704,,,
-7.584424,3.023241,2.881194,,1.391702,3.969935,-2.238172,,334.0999,206.4899,16.83346,,306.2827,99.28108,18.58355,,4.923004,,,
