-13.08778,6.090095,-1.915204,,9.665249,5.648924,0.6734324,,335.5655,179.8269,304.4695,,335.6387,179.8267,87.00486,,0.008300781
-13.08778,6.090096,-1.915206,,9.665243,5.648924,0.6734395,,335.6392,179.8269,304.4703,,335.6381,179.8267,87.00579,,0.1152344
-13.08779,6.090096,-1.915208,,9.665241,5.648929,0.6734328,,335.639,179.8267,304.4701,,335.6385,179.8268,87.00506,,0.2226563
-13.08777,6.090102,-1.91521,,9.665242,5.648911,0.6734347,,335.6389,179.9387,302.6971,,335.6387,179.8265,87.07808,,0.3295898
-13.08778,6.090092,-1.915205,,9.665241,5.648924,0.6734376,,335.6392,179.9952,273.3549,,335.6385,179.8266,87.07774,,0.4370117
-13.08778,6.090094,-1.915207,,9.665242,5.648926,0.6734304,,335.5657,179.9951,268.1544,,335.6386,179.8267,87.00477,,0.5439453
-13.08777,6.090102,-1.915212,,9.665241,5.648928,0.6734366,,335.7852,180.2205,266.0734,,335.6388,179.995,6.449307,,0.6503906
-13.08777,6.090101,-1.91521,,9.665249,5.648927,0.67343,,335.785,180.2207,265.9995,,335.7851,180.2772,314.957,,0.7573242
-13.08777,6.090102,-1.91521,,9.665243,5.648925,0.6734314,,335.7851,180.277,266.0291,,335.8572,180.5591,303.3832,,0.8642578
-13.08777,6.090098,-1.915212,,9.665243,5.648929,0.6734338,,335.7848,180.2768,265.9557,,335.8574,180.5026,302.4749,,0.9711914
-13.08777,6.090099,-1.915212,,9.665241,5.648925,0.6734376,,335.7846,180.2769,265.9557,,335.9305,180.5024,302.3285,,1.078613
-13.08778,6.090093,-1.915207,,9.665245,5.648926,0.6734381,,335.7852,180.2205,265.9269,,335.6389,179.9948,298.6246,,1.185547
-13.08777,6.090098,-1.91521,,9.665242,5.648929,0.6734352,,335.7851,180.2206,265.9268,,335.6389,179.995,297.9651,,1.29248
-13.08778,6.090095,-1.915208,,9.665242,5.648925,0.6734338,,335.6388,180.0514,265.9129,,335.6389,179.8826,296.3684,,1.399414
-13.08777,6.090096,-1.915204,,9.665243,5.648924,0.6734357,,335.639,179.9952,265.8838,,335.5654,179.8263,296.1201,,1.506836
-13.08777,6.0901,-1.915212,,9.665241,5.648926,0.6734314,,335.6387,179.9949,266.1035,,335.6384,179.7702,296.0907,,1.61377
-13.08779,6.090094,-1.915207,,9.665242,5.648927,0.6734357,,335.7122,179.9951,266.1038,,335.6384,179.714,296.0614,,1.720703
-13.08777,6.0901,-1.915208,,9.665241,5.648931,0.6734366,,335.7123,179.9392,265.8544,,335.5652,179.7146,296.0603,,1.827637
-13.08777,6.090099,-1.915209,,9.665241,5.648927,0.6734352,,335.6388,179.9391,265.7813,,335.6385,179.7138,296.0612,,1.93457
-13.08778,6.09009,-1.915207,,9.665241,5.648921,0.6734314,,335.6389,179.9949,265.8109,,335.5651,179.7707,296.0174,,2.041992
-13.08777,6.090106,-1.915209,,9.665242,5.648929,0.6734357,,335.639,179.939,265.7816,,335.6384,179.6578,295.959,,2.148926
-13.08777,6.090096,-1.915209,,9.665242,5.648929,0.6734357,,335.6391,179.9392,265.7814,,335.6385,179.6578,295.959,,2.255859
-13.08778,6.090105,-1.915207,,9.665243,5.64893,0.6734357,,335.6393,179.9393,265.7817,,335.6386,179.7144,295.9875,,2.362793
-13.08777,6.090096,-1.915207,,9.665243,5.64893,0.6734357,,335.7119,179.9387,265.8542,,335.6387,179.7144,295.9879,,2.469727
-13.08777,6.090099,-1.915209,,9.665243,5.64893,0.6734395,,335.7119,179.9391,265.7808,,335.6384,179.6579,295.9593,,2.577148
-13.08777,6.090115,-1.915209,,9.665243,5.64893,0.6734357,,335.6389,179.9394,265.781,,335.6387,179.7144,295.9879,,2.684082
-13.08776,6.0901,-1.91521,,9.665241,5.648931,0.6734376,,335.6391,179.9394,265.7812,,335.6385,179.6579,295.959,,2.791504
-13.08777,6.090096,-1.915209,,9.665242,5.648923,0.6734319,,335.6391,179.9392,265.7814,,335.5654,179.7146,295.9877,,2.897949
-13.08777,6.090096,-1.915209,,9.665241,5.648932,0.6734366,,335.6391,179.9392,265.7814,,335.6391,179.9953,294.962,,3.005371
-13.08777,6.090107,-1.915209,,9.665242,5.648931,0.6734357,,335.712,179.939,265.7811,,335.6389,180.1641,284.7949,,3.112305
-13.08778,6.090095,-1.915208,,9.665246,5.648925,0.6734314,,335.7123,179.9949,265.8113,,335.6387,180.2203,284.2386,,3.219238
-13.08778,6.090091,-1.915207,,9.665243,5.648926,0.6734338,,335.6389,179.9949,265.8109,,335.6383,179.9958,284.0475,,3.326172
-13.08777,6.090097,-1.915211,,9.665243,5.648928,0.6734343,,335.7122,179.995,265.8109,,335.6386,179.77,283.8589,,3.433105
-13.08777,6.090099,-1.915202,,9.665241,5.648929,0.6734376,,335.639,179.9955,265.9569,,335.638,179.5452,283.7419,,3.540039
-13.08777,6.090109,-1.915213,,9.665242,5.648929,0.6734352,,335.6386,179.9387,266.0009,,335.6375,179.4327,283.6836,,3.647461
-13.08777,6.090103,-1.91521,,9.665242,5.648929,0.6734319,,335.6389,179.9953,266.0301,,335.6375,179.4328,283.6839,,3.754395
-13.08777,6.090096,-1.91521,,9.665243,5.648926,0.6734352,,335.7119,179.9391,266.0006,,335.6371,179.3763,283.6549,,3.861328
-13.08779,6.090092,-1.915206,,9.665241,5.648925,0.673439,,335.6389,179.9387,266.0015,,335.637,179.3762,283.655,,3.968262
