-9.771057,6.650296,-0.5211568,,7.455966,6.848928,0.4566822,,335.6388,179.939,42.82305,,335.6389,179.9952,343.8898,,0.008300781,,77.16563,79.08179,73.6599,
-9.7708,6.649713,-0.5213175,,7.455966,6.848928,0.4566822,,335.7121,179.9389,42.89633,,335.6389,179.9952,343.8898,,0.1184082,,78.01619,80.01036,74.48568,
-9.770464,6.648944,-0.5215292,,7.455966,6.848928,0.4566822,,335.6388,180.0515,42.88131,,335.7121,179.9952,343.963,,0.2254639,,81.10099,83.20463,80.91,
-9.770819,6.649757,-0.5213051,,7.455966,6.848928,0.4566822,,335.7121,179.9952,42.92543,,335.6389,179.9952,343.8898,,0.3291016,,82.97136,85.19173,85.18528,
-9.77049,6.649002,-0.5215135,,7.455968,6.848928,0.4566832,,335.6389,179.939,42.67654,,335.7121,179.9952,343.8898,,0.4364014,,84.15829,86.543,88.7577,
-9.77099,6.650071,-0.5212383,,7.455966,6.848928,0.4566822,,335.7121,179.9953,41.1675,,335.5656,179.9952,343.8898,,0.5445557,,84.28795,86.7414,89.39907,
-9.770552,6.649132,-0.5214806,,7.455966,6.848928,0.4566822,,335.6389,179.9952,41.02101,,335.6389,180.0515,343.9189,,0.6486816,,83.52235,85.89548,87.64181,
-9.771032,6.650163,-0.521214,,7.455966,6.848928,0.4566822,,335.7121,179.9952,41.24081,,335.5656,179.9952,343.8898,,0.7561035,,82.35975,84.62621,84.33801,
-9.770647,6.649335,-0.5214281,,7.455966,6.848928,0.4566822,,335.6389,179.9952,41.09429,,335.6389,179.9952,2.201097,,0.8620605,,79.87071,81.94388,77.8743,
-9.735601,6.722363,-0.5923233,,7.330964,7.034365,0.2724943,,334.7091,180.0188,41.31404,,333.5924,178.2727,7.785707,,0.9622803,,77.78277,79.79945,74.4849,
-9.225095,7.355241,-1.488714,,6.397746,8.364029,-0.5003009,,325.1439,181.7243,34.90564,,323.7905,164.5906,354.6062,,1.06958,,78.06926,80.11921,75.1431,
-8.01941,7.815157,-2.336489,,5.360174,9.398914,-0.3237314,,319.7867,181.843,27.30456,,322.3136,155.0964,350.4949,,1.171997,,80.28611,82.33305,78.98248,
-5.7726,7.611568,-2.643677,,3.77512,9.513982,0.3183322,,320.6339,195.8257,18.92063,,331.3482,141.5301,346.9575,,1.277954,,82.78388,84.80045,83.85608,
-5.041334,6.912427,-2.423825,,3.195772,9.136937,0.7831516,,325.1255,202.617,16.87699,,335.2564,131.2865,348.0753,,1.385498,,83.49218,85.54876,85.96641,
-4.303526,6.135383,-1.936877,,2.8897,8.868513,1.458527,,325.2222,209.8561,12.69428,,341.3406,120.03,356.8393,,1.490967,,83.12499,85.27169,86.51763,
-3.984491,5.523629,-1.794856,,2.768259,8.313573,1.518789,,324.1346,214.5292,8.479916,,345.1187,116.1819,351.6595,,1.593018,,82.36246,84.5258,84.85393,
-3.604927,4.637209,-1.535336,,2.886905,7.129704,1.718912,,323.7931,221.5748,2.528413,,347.0318,111.9763,349.4032,,1.699463,,80.78928,82.98305,80.18509,
-3.661364,4.205808,-1.530627,,3.029887,6.45949,1.815013,,324.1598,224.1627,1.496386,,347.5174,109.7738,357.0221,,1.801758,,78.92594,81.09295,76.33818,
-3.778939,4.038804,-1.449306,,3.054973,6.382496,1.828902,,324.2837,224.3045,359.9113,,347.9448,108.4679,2.294376,,1.908447,,78.10986,80.06791,75.24993,
-3.888295,4.006209,-1.255752,,3.102665,6.380457,1.894644,,324.2772,223.4474,359.7112,,349.0347,108.7026,2.817208,,2.008545,,79.49596,81.49902,77.65456,
-4.038807,4.026839,-0.9634004,,3.114876,6.382442,1.908665,,324.9573,221.9225,0.4763672,,349.6504,108.9759,3.002019,,2.113892,,81.24489,83.43394,80.83597,
-4.255857,3.702772,-0.5740185,,3.11189,6.328495,1.946385,,326.3589,220.9229,0.2411189,,349.9191,108.9834,2.9401,,2.220703,,82.44257,84.79523,83.47549,
-4.215229,3.414848,-0.4957299,,3.074527,6.214348,1.967326,,325.8602,220.9625,359.5757,,349.5369,109.0777,2.908558,,2.327515,,81.22404,84.31089,83.67887,
-4.140398,3.273417,-0.347383,,3.061731,6.167286,1.962905,,325.7671,220.1539,359.7041,,349.2006,108.7518,2.903177,,2.435547,,78.90324,83.67849,81.44286,
-4.099512,3.277583,-0.07705879,,3.054692,6.141121,1.960472,,325.8334,219.3089,0.4209395,,349.0461,108.698,2.826713,,2.54248,,78.75461,83.44142,76.99435,
-4.093994,3.291554,0.1142511,,3.054091,6.126092,1.965121,,326.3504,218.5354,0.8860368,,349.0361,108.6533,2.876555,,2.643555,,80.04247,82.33807,76.64064,
