-12.26706,2.317239,-3.029122,,9.54003,5.462353,-5.508591,,343.1557,184.0363,6.916572,,334.3642,153.5226,345.0003,,0.04101563,,,
-12.36234,1.505355,-2.872069,,9.826298,5.500111,-5.64501,,341.2829,182.9017,6.930726,,334.6345,153.3508,345.1185,,0.149292,,,
-12.65709,0.726079,-2.449036,,10.15758,5.593368,-5.79607,,341.8214,182.5094,7.070735,,335.139,153.9114,344.9918,,0.255127,,,
-12.63734,0.7522535,-2.429636,,10.25846,5.619965,-5.844508,,339.2821,180.1379,6.630174,,336.8595,154.4393,344.8881,,0.3566895,,,
-12.62662,0.7619848,-2.433383,,10.33913,5.639677,-5.912784,,338.7719,179.3807,6.820637,,337.6353,154.5867,344.955,,0.4608154,,,
-11.54485,2.308217,-4.016806,,10.1943,5.632129,-6.163335,,329.6851,182.0558,8.813871,,338.0131,154.5343,345.5041,,0.5688477,,,
-9.774505,4.366052,-5.434464,,9.750547,5.59444,-6.513943,,327.4143,183.0011,7.839107,,336.0626,153.268,351.495,,0.6776123,,,
-7.622944,4.717117,-4.575509,,9.269423,5.541181,-6.344909,,331.9113,200.1742,2.17144,,333.6615,147.4845,6.708312,,0.7781982,,,
-6.41301,4.496269,-3.34433,,8.726477,5.494326,-6.015015,,332.5648,217.4384,348.3722,,332.6716,141.087,16.76573,,0.883667,,,
-4.975986,4.079059,-1.653195,,7.597222,5.354753,-5.478105,,338.0294,227.5313,334.8524,,335.2983,133.0743,25.53404,,0.9915771,,,
-4.196134,3.545194,-1.352106,,7.32993,5.144505,-5.502784,,343.3351,231.4474,331.047,,337.1334,126.4072,32.84566,,1.099487,,,
-3.951369,3.176291,-1.641636,,7.209547,5.124817,-5.584253,,344.115,234.7953,329.7119,,336.0058,120.0357,44.72117,,1.199829,,,
-3.989063,3.024854,-1.652342,,7.214921,5.108633,-5.581433,,344.0721,236.5136,330.1455,,335.8304,116.4683,51.75629,,1.305664,,,
-4.000647,2.944049,-1.65932,,7.085915,4.912807,-5.608111,,343.0195,237.9051,327.5451,,336.5533,114.7869,55.39876,,1.408081,,,
-3.93589,2.997224,-1.702426,,6.842677,4.620196,-5.981132,,342.8511,238.0552,326.3893,,337.8952,113.614,55.66507,,1.514526,,,
-3.872927,3.034101,-1.72707,,6.725874,4.16797,-6.080577,,343.1867,238.006,326.217,,339.7289,115.5013,48.88052,,1.616211,,,
-3.842842,2.990152,-1.754382,,6.657723,4.037704,-6.038479,,343.5308,237.8565,326.3862,,340.4004,115.1177,42.78447,,1.723267,,,
-3.681279,2.73632,-1.905553,,6.55698,3.992083,-5.934791,,343.2598,236.8569,326.3412,,340.6782,115.1182,41.40542,,1.823364,,,
-3.698126,2.599066,-2.284969,,6.200339,4.016781,-6.128825,,341.4433,234.4673,326.2587,,340.1421,114.5235,43.34395,,1.932373,,,
-3.975361,2.603226,-2.765536,,5.787151,4.055063,-6.530023,,340.5923,231.7515,326.2559,,340.5353,113.6526,45.92621,,2.032837,,,
-4.762966,1.637913,-2.29696,,5.669251,3.733693,-6.869159,,341.0251,220.0889,331.2903,,342.0232,116.0158,45.78992,,2.245117,,,
-4.916975,1.518583,-2.166272,,5.648032,3.730661,-6.845048,,340.2549,218.7295,330.2438,,342.3243,116.119,45.77694,,2.358032,,,
-5.261423,1.255736,-2.014031,,5.568038,3.764697,-6.954517,,340.2487,216.38,330.583,,342.2269,115.7972,46.40658,,2.472168,,,
-5.30692,1.242464,-2.029825,,5.499819,3.866027,-7.142891,,339.8473,215.2259,330.0461,,342.1518,114.9604,45.24775,,2.574829,,,
-5.49559,1.448268,-1.914911,,5.189641,3.939185,-7.320286,,339.5837,214.8776,329.5607,,343.2454,115.3518,41.90402,,2.681885,,,
-5.655026,1.66022,-1.782832,,5.113003,3.94311,-7.297273,,340.9505,215.0963,327.3162,,344.1444,115.6275,40.27591,,2.789185,,,
-5.62869,1.644606,-1.711969,,5.069783,3.966625,-7.3504,,341.1202,214.7976,326.9211,,344.3313,115.5731,39.67569,,2.900513,,,
-5.672622,1.352031,-1.354081,,4.948319,4.005054,-7.443379,,341.5942,213.1532,328.1176,,344.4949,115.4466,38.90777,,3.015259,,,
-5.649622,0.8803234,-1.215125,,4.731369,4.066139,-7.561678,,340.2749,213.5525,328.7255,,344.5286,115.0424,39.04805,,3.125244,,,
